class,text
ham,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You? 
spam,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
ham,Friends that u can stay on fb chat with
ham,"Yeah we wouldn't leave for an hour at least, how's 4 sound?"
ham,Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming
ham,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.
spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P"
ham,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.
ham,"Not sure yet, still trying to get a hold of him"
ham,I keep ten rs in my shelf:) buy two egg.
ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop"
ham,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management"
ham,Oh k.k..where did you take test?
ham,What's ur pin?
ham,Poor girl can't go one day lmao
ham,Talk to g and x about that
ham,"Im in inperialmusic listening2the weirdest track ever byåÓleafcutter johnåÓ-sounds like insects being molested&someone plumbing,remixed by evil men on acid!"
spam,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop
ham,Oh oh... Wasted... Den muz chiong on sat n sun liao...
ham,I've not sent it. He can send me.
ham,Hey tmr meet at bugis 930 ?
ham,"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM"
ham,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think."
ham,Yup n her fren lor. I'm meeting my fren at 730.
ham,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !"
ham,I know you are. Can you pls open the back?
ham,Have a nice day my dear.
ham,Speaking of does he have any cash yet?
ham,Ok lor...
ham,Sounds like something that someone testing me would sayy
ham,I'm at home. Please call
ham,"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out"
ham,They don't put that stuff on the roads to keep it from getting slippery over there?
spam,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow
ham,Just sleeping..and surfing
ham,I'm thinking that chennai forgot to come for auction..
ham,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.
ham,"\HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!\"""""
ham,Great. P diddy is my neighbor and comes for toothpaste every morning
ham,K.:)do it at evening da:)urgent:)
ham,Fffff. Can you text kadeem or are you too far gone
ham,I love to wine and dine my lady!
ham,Then mum's repent how?
ham,Lmao ok I wont be needing u to do my hair anymore.
ham,Annoying isn't it.
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
ham,Ok c Ì_ then.
spam,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1
ham,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
ham,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend."
ham,Mm yes dear look how i am hugging you both. :-P
spam,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.
ham,A guy who gets used but is too dumb to realize it.
ham,No problem. How are you doing?
ham,And popping &lt;#&gt; ibuprofens was no help.
ham,I havent lei.. Next mon can?
ham,meet you in corporation st outside gap Û_ you can see how my mind is working!
ham,Am in film ill call you later.
ham,Wow v v impressed. Have funs shopping!
ham,* You gonna ring this weekend or wot?
ham,Please sen :)my kind advice :-)please come here and try:-)
ham,Tell me they're female :V how're you throwing in? We're deciding what all to get now
ham,I just cooked a rather nice salmon a la you
ham,But i dint slept in afternoon.
ham,"Fuuuuck I need to stop sleepin, sup"
ham,Are you the cutest girl in the world or what
ham,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die
ham,Oh really?? Did you make it on air? What's your talent?
ham,S....s...india going to draw the series after many years in south african soil..
ham,Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march Û_ ish!
ham,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx
ham,Y Ì_ wan to go there? C doctor?
ham,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!"
ham,Ok i also wan 2 watch e 9 pm show...
ham,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...
ham,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem"
ham,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.
ham,"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna"
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
ham,What was she looking for?
ham,Thats cool. I want to please you...
spam,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end"
spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs
ham,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.
ham,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN
ham,S:-)kallis wont play in first two odi:-)
ham,Yesterday its with me only . Now am going home.
ham,"Thanks, I'll keep that in mind"
ham,R Ì_ going 4 today's meeting?
ham,I will treasure every moment we spend together...
ham,I can send you a pic if you like :)
ham,Hmm ill have to think about it... ok you're forgiven! =D
spam,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
ham,"Alright we're hooked up, where you guys at"
spam,Reply to win å£100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service
ham,Ok ill tell the company
ham,Tension ah?what machi?any problem?
ham,Can i meet Ì_ at 5.. As 4 where depends on where Ì_ wan 2 in lor..
spam,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app
ham,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light
ham,"Better than bb. If he wont use it, his wife will or them doctor"
ham,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... "
ham,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:)
spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
ham,Booked ticket for pongal?
ham,"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea"
ham,And miss vday the parachute and double coins??? U must not know me very well...
spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
ham,I meant middle left or right?
ham,Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!
ham,"Sorry, I'll call later"
ham,Hui xin is in da lib.
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
ham,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.
ham,"That's fine, have him give me a call if he knows what he wants or has any questions"
ham,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..
ham,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it..."
ham,"Sorry, I can't help you on this."
ham,"Machan you go to gym tomorrow,  i wil come late goodnight."
ham,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight
ham,"Aight, see you in a bit"
ham,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.
ham,Hi dude hw r u da realy mising u today
ham,Shall i get my pouch?
ham,"Happy or sad , one thing about past is- \Its no more\"" GOOD MORNING :-):-)."""
ham,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX
ham,Early bird! Any purchases yet?
ham,K.k:)apo k.good movie.
ham,I'm going out to buy mum's present ar.
ham,So Ì_ pay first lar... Then when is da stock comin...
spam,"Thanks for your ringtone order, ref number K718. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069120"
spam,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel"
ham,Oh yah... We never cancel leh... Haha 
ham,"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life."
ham,G.W.R
ham,"Mah b, I'll pick it up tomorrow"
ham,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea"
spam,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..
ham,But that's on ebay it might be less elsewhere.
ham,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj"
ham,I cant pick the phone right now. Pls send a message
ham,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah"
ham,"Almost there, see u in a sec"
ham,"\Gimme a few\"" was  &lt;#&gt;  minutes ago"""
ham,I've told you everything will stop. Just dont let her get dehydrated.
ham,Pls speak with me. I wont ask anything other then you friendship.
ham,"Whatever, juliana. Do whatever you want."
ham,"Yeah, we got one lined up for us"
ham,Yes baby! We can study all the positions of the kama sutra ;)
ham,Ok I'm gonna head up to usf in like fifteen minutes
ham,Thanks. It was only from tescos but quite nice. All gone now. Speak soon 
ham,"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?"
ham,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
ham,I dont know ask to my brother. Nothing problem some thing that. Just i told .
ham,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-)
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
ham,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up"
ham,"I dont knw pa, i just drink milk.."
ham,Thinkin about someone is all good. No drugs for that
ham,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
ham,"Yo, you at jp and hungry like a mofo?"
ham,Yes... I trust u to buy new stuff ASAP so I can try it out
ham,I walked an hour 2 c u! doesnåÕt that show I care y wont u believe im serious?
ham,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE
ham,Ok... The theory test? when are Ì_ going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free
ham,Hi.:)technical support.providing assistance to us customer through call and email:)
ham,"Sorry, I'll call later"
ham,Ok lor. I'm in town now lei.
ham,Well. Im computerless. Time to make some oreo truffles
ham,Dont kick coco when he's down
ham,I love to cuddle! I want to hold you in my strong arms right now...
spam,Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP Arrow
ham,We live in the next  &lt;#&gt; mins
ham,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols"
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs
ham,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know."
spam,CDs 4u: Congratulations ur awarded å£500 of CD gift vouchers or å£125 gift guaranteed & Freeentry 2 å£100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 
ham,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear."
ham,I'll probably be around mu a lot
ham,Hey i will be late ah... Meet you at 945+
spam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk
spam,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)"
ham,"Sorry, I can't help you on this."
spam,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply
ham,Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow
ham,I ask if u meeting da ge tmr nite...
ham,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week
ham,I've reached already.
ham,What's your room number again? Wanna make sure I'm knocking on the right door
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062"
ham,So what do you guys do.
spam,"Ur balance is now å£600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!"
ham,WOT U UP 2 J?
ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?
ham,Still at west coast... Haiz... ÌÏ'll take forever to come back...
ham,What Today-sunday..sunday is holiday..so no work..
spam,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16
ham,I'm still looking for a car to buy. And have not gone 4the driving test yet.
ham,Yeah imma come over cause jay wants to do some drugs
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
ham,Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*
ham,"Tee hee. Off to lecture, cheery bye bye."
spam,You have won a guaranteed 32000 award or maybe even å£1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???
ham,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!
ham,Ha ha - had popped down to the loo when you hello-ed me. Hello!
ham,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx
ham,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow."
ham,I'm not sure if its still available though
ham,"Haha yeah, 2 oz is kind of a shitload"
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&
ham,Are you at work right now ?
ham,"Come round, it's . "
ham,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!
ham,Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...
ham,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ
ham,I tagged MY friends that you seemed to count as YOUR friends.
spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698
ham,make that 3! 4 fucks sake?! x
ham,Ok then i will come to ur home after half an hour
ham,IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx
ham,Am surfing online store. For offers do you want to buy any thing.
ham,"\Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx\"""""
ham, &lt;#&gt;  in mca. But not conform.
ham,"I think your mentor is , but not 100 percent sure."
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
ham,K...k:)why cant you come here and search job:)
ham,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.
ham,"that would be good Û_ I'll phone you tomo lunchtime, shall I, to organise something?"
ham,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?
ham,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.
ham,Shall call now dear having food
ham,No need to say anything to me. I know i am an outsider
ham,I can make lasagna for you... vodka...
ham,"Well, i'm glad you didn't find it totally disagreeable ... Lol"
ham,"As in missionary hook up, doggy hook up, standing...|"
ham,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
ham,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao..."
ham,"Aight yo, dats straight dogg"
ham,And now electricity just went out fml.
ham,You got job in wipro:)you will get every thing in life in 2 or 3 years.
spam,"Thanks for your ringtone order, ref number R836. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069154"
ham,"Awesome, be there in a minute"
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
ham,No i am not having not any movies in my laptop
ham,Want to finally have lunch today?
ham,Stupid.its not possible
ham,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION"
ham,I dont know why she.s not getting your messages
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
ham,S but not able to sleep.
ham,I cant pick the phone right now. Pls send a message
ham,"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com"
ham,"Its good, we'll find a way"
ham,Rofl betta invest in some  anti aging products
ham,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep."
ham,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt
ham,Well. You know what i mean. Texting
ham,"Trust me. Even if isn't there, its there."
ham,"Aight, I'm chillin in a friend's room so text me when you're on the way"
spam,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx"
ham,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|
ham,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*"
ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"
ham,Is there any training tomorrow?
ham,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! "
spam,important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
ham,How much is blackberry bold2 in nigeria.
ham,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me"
ham,Unlimited texts. Limited minutes.
ham,S but mostly not like that.
ham,"Me not waking up until 4 in the afternoon, sup"
ham,That's my honeymoon outfit. :)
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
ham,Not from this campus. Are you in the library?
ham,"What do u reckon as need 2 arrange transport if u can't do it, thanks"
ham,Yupz... I've oredi booked slots 4 my weekends liao... 
ham,"Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in."
ham,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.
ham,Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?
ham,"Call me. I m unable to cal. Lets meet bhaskar, and deep"
ham,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.
ham,Neva mind it's ok..
ham,"Yeah, probably here for a while"
ham,No probably  &lt;#&gt; %.
ham,Good evening! this is roger. How are you?
spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
ham,I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX
ham,Will be office around 4 pm. Now i am going hospital.
ham,Then ur physics get a-?
ham,Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...
ham,I know you are serving. I mean what are you doing now.
ham,"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not."
ham,What time. IÛ÷m out until prob 3 or so
ham,Cool. So how come you havent been wined and dined before?
ham,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.
ham,Oh ok i didnt know what you meant. Yep i am baby jontin
ham,I want to be there so i can kiss you and feel you next to me
ham,I came hostel. I m going to sleep. Plz call me up before class. Hrishi.
ham,Alright. I'm out--have a good night!
ham,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?
ham,Update your face book status frequently :)
spam,"Think ur smart ? Win å£200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week"
ham,Aight sorry I take ten years to shower. What's the plan?
ham,I'm in school now n i'll be in da lab doing some stuff give me a call when Ì_ r done.
ham,Check wid corect speling i.e. Sarcasm
ham,Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u 
ham,So can collect ur laptop?
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone
ham,Gud mrng dear have a nice day
ham,Fine am simply sitting.
ham,If i not meeting Ì_ all rite then i'll go home lor. If Ì_ dun feel like comin it's ok.
ham,My friends use to call the same.
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day
ham,I cant pick the phone right now. Pls send a message
ham,645
ham,"Night night, see you tomorrow"
ham,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...
ham,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1
ham,I know you mood off today
ham,Then why you not responding
ham,"&lt;#&gt; , that's all? Guess that's easy enough"
ham,Then why no one talking to me
ham,Thank you princess! I want to see your nice juicy booty...
spam,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec å£1.50ea. OTBox 731 LA1 7WS. )"
ham,Dont worry. I guess he's busy.
ham,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:
ham,What you need. You have a person to give na.
ham,Guessin you ain't gonna be here before 9?
ham,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..
ham,Wot u up 2? Thout u were gonna call me!! Txt bak luv K
ham,"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?"
ham,"Aight, I'll ask a few of my roommates"
ham,U studying in sch or going home? Anyway i'll b going 2 sch later.
spam,YOU ARE CHOSEN TO RECEIVE A å£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
ham,Dear reached railway. What happen to you
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
spam,74355 XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC
ham,"Sorry, I'll call later"
ham,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again
ham,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai.........."
ham,K then 2marrow are you coming to class.
ham,Mathews or tait or edwards or anderson
ham,Hanging out with my brother and his family
ham,I'm putting it on now. It should be ready for  &lt;TIME&gt; 
ham,What you did in  leave.
ham,Quite late lar... Ard 12 anyway i wun b drivin...
ham,I wait 4 Ì_ inside da car park...
ham,Why tired what special there you had
ham,As usual u can call me ard 10 smth.
ham,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...
spam,WIN a å£200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 å£1.50perweeksub.
spam,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?
ham,You intrepid duo you! Have a great time and see you both soon. 
